270	5
635	5
1105	5
1495	5
1585	5
2233	4
2360	5
2394	5
2429	4
2430	4
2720	4
2968	5
2969	4
3130	5
3307	4
3673	5
3683	5
3807	5
4099	3
4166	5
4302	5
4522	5
4596	5
4664	4
5517	5
5665	4
5681	5
5940	3
6532	5
6659	5
6666	5
6906	4
7352	4
7503	5
7628	5
7912	5
8083	5
9151	5
9262	5
11157	5
11335	5
11482	4
11491	5
11611	4
11703	5
11936	3
11955	5
12492	4
12752	3
13235	5
13365	5
13500	5
13589	4
13953	5
14359	4
14392	5
14541	5
14673	5
14716	5
14938	5
15239	4
15551	3
15592	3
15931	5
16128	4
16396	5
16599	4
16750	4
16915	3
16917	4
17506	4
18251	3
18451	4
18919	4
20739	5
21075	5
21381	5
21703	4
21907	5
22473	5
22542	5
23106	5
23112	5
24345	5
24447	5
24511	5
26073	5
26452	5
26759	4
27191	5
27364	5
27422	5
27632	4
28048	4
28398	5
28720	1
29285	5
29312	5
29757	5
30084	4
30161	4
30892	5
31272	4
31442	4
31911	5
32359	5
32739	5
32824	5
32906	5
33111	5
33530	5
33601	5
33670	5
33887	5
34527	5
34956	5
35076	5
35445	4
36925	4
37143	4
37296	4
37538	5
37968	5
38046	5
38577	5
38645	4
39323	4
40528	5
40634	5
40840	3
40951	5
43226	5
43287	4
43289	5
43341	4
43819	5
44307	3
44315	5
45594	4
45654	5
46012	5
46033	5
46060	5
46735	4
47418	5
47637	5
47755	5
47949	5
48088	5
48369	5
48653	5
49342	5
49529	4
49533	5
49643	5
49703	5
50200	5
50313	3
50361	5
51313	5
51407	5
51800	5
52450	5
52452	5
52503	5
52658	5
52725	5
52794	5
53115	5
53457	5
53628	5
54740	5
55098	4
55118	5
55121	5
56114	5
56342	5
57671	5
57774	5
57790	5
57842	5
58395	3
58473	5
58476	5
58703	5
58971	5
59146	5
59164	5
60609	5
60731	4
61042	5
61372	5
61738	5
61772	5
61892	5
61954	4
62080	5
62384	5
62390	5
62567	5
62766	5
63263	5
63679	5
64300	5
64812	4
65398	5
65783	4
66015	4
67115	5
67122	5
67359	4
67449	5
67769	4
68097	4
68107	5
68631	5
69857	5
69892	5
70780	4
70849	5
70916	5
71133	4
71457	5
72169	4
72176	5
72533	5
72773	5
73159	5
73164	5
73482	5
73801	5
74233	4
74240	5
74369	5
74431	5
74773	5
74954	5
75252	5
75409	5
75679	5
75857	5
75878	3
76051	5
76122	4
76523	4
76555	5
77142	5
77157	3
77470	5
77906	5
78891	5
79135	5
79248	4
79370	4
79550	4
79596	5
79863	5
79869	4
79909	5
80539	5
80820	5
80865	4
80881	5
81548	5
81832	5
81896	5
82107	5
82606	5
82837	5
83192	5
83438	5
83713	5
83846	5
84152	4
84381	5
84472	5
84840	5
85183	5
85655	4
85698	5
85734	5
85940	5
86121	5
86736	5
86792	5
86802	5
87990	4
88055	5
88457	5
88787	5
88906	5
89057	4
89061	5
90239	4
90740	5
90776	5
91035	5
91039	5
91248	5
91551	5
91687	5
92686	5
92980	5
92987	5
92989	5
93009	4
93030	5
93066	5
93326	5
93331	5
93389	5
94342	5
94368	5
94598	5
94751	5
95368	4
95734	4
96223	5
96306	4
96947	5
97004	5
97286	5
97356	5
97507	5
97707	4
97832	5
97973	4
98026	5
98340	5
99060	5
99929	4
100003	5
100482	2
100629	5
100682	5
101862	5
102526	5
102539	5
102981	5
103361	5
103887	5
104027	5
104060	5
104364	5
104424	5
104546	3
104751	3
104764	5
105422	5
105630	2
106298	5
106352	5
106392	5
106545	5
106700	5
107401	4
107415	5
108110	5
108134	5
109302	5
110064	3
110139	5
110331	3
111073	5
111526	5
111564	5
112070	5
112071	5
112083	5
112493	5
112897	5
112901	5
113178	4
113840	5
114193	5
114424	5
114503	5
114830	5
115194	5
115516	5
116126	3
116153	5
117125	2
117127	5
117130	5
117473	5
117541	5
117787	3
117804	5
117856	5
118162	4
118491	5
118637	5
119050	5
119485	5
119653	5
119879	5
120166	4
120201	5
121764	5
121812	3
121878	5
121886	5
122147	5
122404	5
123059	5
123122	3
123275	5
123915	5
124611	4
125059	5
125102	5
125284	5
125540	5
125911	4
126205	5
126218	5
126892	5
126929	4
127254	5
127586	5
127940	5
127979	5
128151	4
128282	4
128294	5
128323	4
128895	4
129179	5
129281	5
129357	5
129993	5
130136	5
130269	4
131789	5
132172	4
132424	5
132750	5
133261	5
133740	5
133744	5
133822	4
133849	5
133924	5
133958	5
134206	5
134398	4
136059	5
136159	3
136284	5
136297	5
136464	5
136468	5
136514	5
136577	5
136725	5
136742	5
136882	5
136917	3
137321	5
137713	4
137914	5
138092	4
138467	5
138540	5
138697	5
138713	4
138974	5
140170	4
140697	5
140999	5
141518	5
141689	5
141791	5
141858	4
141956	5
142192	5
142290	5
142452	5
142640	5
143605	4
143638	5
143965	4
144405	4
144722	5
145066	5
145363	5
145718	4
145804	5
146442	5
146736	5
146900	5
147067	5
147404	5
147453	5
147544	4
147565	5
148155	5
148370	5
148698	3
149443	5
149661	5
149697	5
149800	5
150068	5
150284	4
150307	5
151569	5
151744	5
152573	4
152606	5
153239	5
153299	5
153327	5
153411	5
153572	5
153928	5
154465	5
154924	5
156156	4
156463	1
156986	4
157354	5
157436	5
157442	5
157848	5
157979	5
158569	5
158927	5
159071	3
159106	3
159351	5
159763	4
160089	5
160253	4
160387	4
160452	5
160755	5
160863	5
161304	5
161426	5
161463	5
162131	5
162513	5
162710	4
163234	5
163238	5
163410	5
163427	5
163489	5
163727	5
163764	5
164086	5
164094	5
164190	5
164438	5
164897	5
164905	5
164987	5
165202	5
165505	5
165785	5
166500	5
166670	4
166697	5
166806	5
166816	5
166829	5
166898	5
167616	5
167775	5
168185	5
168606	5
168615	5
169947	5
